Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2008,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,6562231.0,Benchmark
1990,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,785716.6446294492,Benchmark
1988,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,37876.9721024812,Benchmark
1998,National,United States,00,NATURALCHG,Moodys-US,Moodys,1618764.8696331782,Benchmark
2011,Metropolitan Statistical Area,Seattle MSA,42660,NETMIG,Census-CBSA,PEP_Vintage_2020,33285.0,Benchmark
1993,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,2536.7433420426028,Broad
2020,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Census-County-State-US,PEP_Vintage_2025,47384.0,Benchmark
1989,National,United States,00,NATURALCHG,Moodys-US,Moodys,1786269.8835258586,Benchmark
2017,National,United States,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2017,National,United States,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2019,National,United States,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2009,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,3414797.0000000005,Benchmark
2022,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Census-CBSA,PEP_Vintage_2025,13767.0,Benchmark
2019,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2020,88.0,Benchmark
1989,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,61323.414803608306,Benchmark
2023,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,43576.0,Benchmark
2017,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1710.0,Broad
2018,County or Equivalent,Pierce County,53053,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,894951.0,Broad
1988,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-212.76609174778844,Broad
2024,County or Equivalent,Pierce County,53053,DEATHS,Census-County-State-US,PEP_Vintage_2025,-7856.0,Broad
2018,National,United States,00,DEATHS,Census-County-State-US,PEP_Vintage_2020,-2839277.0,Benchmark
1992,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,28869.795894375195,Benchmark
1993,State,Washington,53,DEATHS,Moodys-State,Moodys,-40140.98818729108,Benchmark
1985,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,20357.648641134223,Benchmark
2012,Metropolitan Statistical Area,Seattle MSA,42660,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,10.536364437700001,Benchmark
2013,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,4.2307586687,Benchmark
2019,National,United States,00,DEATHS,Census-County-State-US,PEP_Vintage_2020,-2847282.0,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,15627.0,Benchmark
1987,National,United States,00,NATURALCHG,Moodys-US,Moodys,1677426.4173520654,Benchmark
2022,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,1672112.0,Benchmark
2021,State,Washington,53,NETMIG,Census-County-State-US,PEP_Vintage_2025,-1009.0,Benchmark
1998,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-1216.4379412719743,Benchmark
2024,Metropolitan Statistical Area,Seattle MSA,42660,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,33.202397926,Benchmark
1984,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,385347.7054798132,Benchmark
2020,National,United States,00,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,8169006.0,Benchmark
1986,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-1688.9999999999995,Benchmark
1988,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-988.248720107371,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,27192.0,Benchmark
2020,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2025,84320.0,Benchmark
2022,State,Washington,53,DEATHS,Census-County-State-US,PEP_Vintage_2025,-70619.0,Benchmark
1999,State,Washington,53,DEATHS,Moodys-State,Moodys,-43859.156660080684,Benchmark
2009,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,22902.16488877441,Benchmark
2025,State,Washington,53,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,17230.0,Benchmark
2011,County or Equivalent,Pierce County,53053,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,807728.0,Broad
1983,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,18565.037403907783,Benchmark
2017,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,948392.0,Benchmark
1989,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-18908.39975883173,Benchmark
2022,County or Equivalent,Pierce County,53053,RBIRTH,Census-County-State-US,PEP_Vintage_2025,11.88200785,Broad
2013,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,-108.0,Broad
2004,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,16938.24688014758,Benchmark
2001,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-20876.316383948128,Benchmark
1995,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP City and Town Postcensal Tables: 1990-2000,4630.0,Focus
2019,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2020,86235.0,Benchmark
2009,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-5769.85298130564,Broad
2015,County or Equivalent,Pierce County,53053,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,2.8674937687,Broad
1993,National,United States,00,BIRTHS,Moodys-US,Moodys,4061129.6191041484,Benchmark
1996,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,21277.719699744575,Benchmark
1983,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,-3773.3443195175446,Benchmark
1991,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,7318.755754967134,Broad
2013,State,Washington,53,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,5.1849096683,Benchmark
1987,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-206.72890415990292,Broad
2008,National,United States,00,POPESTIMATE,Moodys-US,Moodys,304167710.0,Benchmark
2001,National,United States,00,POPESTIMATE,Moodys-US,Moodys,285036340.0,Benchmark
2022,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP_Vintage_2025,10765.0,Focus
2022,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,0.672653317,Benchmark
1999,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,4081.94970766142,Broad
2012,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,14650.0,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Census-CBSA,PEP_Vintage_2020,45992.0,Benchmark
1989,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,31098.017321345782,Benchmark
2020,Metropolitan Statistical Area,Seattle MSA,42660,GQESTIMATESBASE,Census-CBSA,PEP_Vintage_2025,76774.0,Benchmark
2025,Region,Puget Sound Region,53033-53035-53053-53061,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,24.219359888,Benchmark
2022,Region,Puget Sound Region,53033-53035-53053-53061,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,18.855734055,Benchmark
1986,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-17880.05361301973,Benchmark
1984,National,United States,00,POPESTIMATE,Moodys-US,Moodys,235869201.2201758,Benchmark
2016,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,5358.0,Broad
1983,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-890.7779328562343,Benchmark
2016,State,Washington,53,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,146055.0,Benchmark
2019,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,23434.0,Benchmark
1988,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,4959.969147302331,Broad
1997,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-1106.6024263269069,Benchmark
2013,County or Equivalent,Pierce County,53053,BIRTHS,Census-County-State-US,PEP_Vintage_2020,10971.0,Broad
2007,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-21392.17609750064,Benchmark
2020,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2025,839.0,Benchmark
1985,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,38198.52049867021,Benchmark
2019,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Census-CBSA,PEP_Vintage_2020,19031.0,Benchmark
2014,State,Washington,53,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,5.1471133003,Benchmark
2016,National,United States,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
