Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2000,National,United States,00,DEATHS,Moodys-US,Moodys,-2420700.318720722,Benchmark
2016,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,4083172.0,Benchmark
2000,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,964.7638440388082,Broad
2016,State,Washington,53,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,240.0,Benchmark
1994,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,638397.0492371615,Broad
2007,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,12141.599939388303,Benchmark
2024,National,United States,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,3248745.0,Benchmark
2010,County or Equivalent,Pierce County,53053,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,-7176.0,Broad
2009,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,639.7573917076552,Benchmark
2004,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-610.0,Broad
2021,Region,Puget Sound Region,53033-53035-53053-53061,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,6.904581244,Benchmark
1997,National,United States,00,POPESTIMATE,Moodys-US,Moodys,272705472.68267703,Benchmark
2020,Region,Puget Sound Region,53033-53035-53053-53061,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,9245.0,Benchmark
2014,Region,Puget Sound Region,53033-53035-53053-53061,RBIRTH,Census-County-State-US,PEP_Vintage_2020,50.229695242,Benchmark
2016,Metropolitan Statistical Area,Seattle MSA,42660,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,68989.0,Benchmark
2006,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,50500.99999999828,Benchmark
2004,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,3158966.9999999995,Benchmark
2007,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,48313.82535371357,Benchmark
2018,County or Equivalent,Pierce County,53053,DEATHS,Census-County-State-US,PEP_Vintage_2020,-6885.0,Broad
1998,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,20377.94467269729,Benchmark
1982,National,United States,00,DEATHS,Moodys-US,Moodys,-1968769.5807980816,Benchmark
2023,Region,Puget Sound Region,53033-53035-53053-53061,RDEATH,Census-County-State-US,PEP_Vintage_2025,32.139657869,Benchmark
1992,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-1957.0000000000002,Benchmark
2016,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,62.0,Broad
2006,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,1269.8140504928,Benchmark
2017,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2020,103.0,Benchmark
2023,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2025,10.516794905,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,12.30211371,Benchmark
1981,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,500128.6346832175,Broad
2022,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2025,9.0938568337,Benchmark
1993,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,1369.0205336799531,Benchmark
1994,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,5342.9872168880775,Broad
2006,National,United States,00,DEATHS,Moodys-US,Moodys,-2416438.8543233247,Benchmark
2007,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Moodys-CBSA,Moodys,45255.978177403544,Benchmark
2012,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,18331.0,Benchmark
2023,State,Washington,53,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,-17511.0,Benchmark
2002,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,728090.9999999999,Broad
1987,National,United States,00,DEATHS,Moodys-US,Moodys,-2105463.3544549528,Benchmark
2020,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2025,-27216.0,Benchmark
2009,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-428.00000000000017,Benchmark
2003,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-476.0000000000002,Benchmark
1988,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-17461.21106101564,Benchmark
1993,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,21754.14935909537,Benchmark
2006,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-5358.546500437517,Broad
2019,National,United States,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2014,County or Equivalent,Pierce County,53053,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,4271.0,Broad
2019,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,3977785.0,Benchmark
2018,Region,Puget Sound Region,53033-53035-53053-53061,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,51686.0,Benchmark
2018,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,43.0,Broad
2016,State,Washington,53,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,132674.0,Benchmark
1990,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP City and Town Postcensal Tables: 1990-2000,4803.0,Focus
2021,State,Washington,53,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,-14999.0,Benchmark
1987,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,39290.48480909759,Benchmark
2024,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,22839.0,Broad
2005,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-771.0000000000002,Broad
1982,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,20328.3922405101,Benchmark
1991,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,14045.895548510476,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,RNETMIG,Census-CBSA,PEP_Vintage_2020,31.3579418447,Benchmark
2017,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2020,12.078697917,Benchmark
2018,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2020,11.601402204,Benchmark
1999,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-5055.9887842718135,Broad
1997,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,3838.876610489444,Broad
1981,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,19278.301909552447,Benchmark
1999,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,1477139.3720881927,Benchmark
2011,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2020,62.0,Benchmark
2011,National,United States,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
1999,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,3249043.998260012,Benchmark
2006,State,Washington,53,NATURALCHG,Moodys-State,Moodys,39333.987212998036,Benchmark
1986,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,534603.3120100402,Broad
2018,Metropolitan Statistical Area,Seattle MSA,42660,RNETMIG,Census-CBSA,PEP_Vintage_2020,24.6125598657,Benchmark
2011,State,Washington,53,NETMIG,Census-County-State-US,PEP_Vintage_2020,47526.0,Benchmark
1992,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-19431.436406218174,Benchmark
2011,Metropolitan Statistical Area,Seattle MSA,42660,RDEATH,Census-CBSA,PEP_Vintage_2020,19.9691498965,Benchmark
2019,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2020,11.391062979,Benchmark
2021,National,United States,00,BIRTHS,Census-County-State-US,PEP_Vintage_2025,3584459.0,Benchmark
1991,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-17949.715644577293,Benchmark
2003,National,United States,00,POPESTIMATE,Moodys-US,Moodys,290176611.0,Benchmark
1992,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,5160756.835937499,Benchmark
2006,State,Washington,53,BIRTHS,Moodys-State,Moodys,84841.25584635306,Benchmark
1993,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,59821.256009131466,Benchmark
1991,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,6176.355707726952,Broad
2008,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,3601954.0,Benchmark
2023,National,United States,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
1993,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,15673.795623978407,Benchmark
2005,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,7108.0,Focus
1996,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-1083.2708373486873,Benchmark
1996,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,1452261.8926512545,Benchmark
1987,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,410507.09400927153,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,NPOPCHG,Census-CBSA,PEP_Vintage_2025,-10217.0,Benchmark
1988,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,560915.5059822502,Broad
2017,State,Washington,53,DEATHS,Census-County-State-US,PEP_Vintage_2020,-56064.0,Benchmark
2014,Metropolitan Statistical Area,Seattle MSA,42660,RNATURALCHG,Census-CBSA,PEP_Vintage_2020,18.7078209037,Benchmark
1984,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-1647.0000000000002,Benchmark
2018,County or Equivalent,Pierce County,53053,RNETMIG,Census-County-State-US,PEP_Vintage_2020,10.866724935,Broad
1983,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,990.2664075769717,Benchmark
2009,National,United States,00,DEATHS,Moodys-US,Moodys,-2484833.7997361245,Benchmark
2025,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Census-CBSA,PEP_Vintage_2025,-8422.0,Benchmark
2016,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,24325.0,Benchmark
2019,Region,Puget Sound Region,53033-53035-53053-53061,NETMIG,Census-County-State-US,PEP_Vintage_2020,23124.0,Benchmark
2011,County or Equivalent,Pierce County,53053,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.1996656541,Broad
2010,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,3701051.0,Benchmark
2003,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,6104114.999999999,Benchmark
2024,National,United States,00,DEATHS,Census-County-State-US,PEP_Vintage_2025,-3093940.0,Benchmark
2014,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,30898.0,Benchmark
2021,National,United States,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
2021,National,United States,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
2023,National,United States,00,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,8341542.0,Benchmark
2017,Region,Puget Sound Region,53033-53035-53053-53061,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,19.5854025553,Benchmark
2020,National,United States,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,61991.0,Benchmark
1997,State,Washington,53,BIRTHS,Moodys-State,Moodys,78239.07539283749,Benchmark
2013,National,United States,00,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,1332557.0,Benchmark
1996,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-1169.1894421073225,Benchmark
2021,National,United States,00,RBIRTH,Census-County-State-US,PEP_Vintage_2025,10.801797082,Benchmark
2003,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,10243.73463678458,Benchmark
2011,National,United States,00,NETMIG,Census-County-State-US,PEP_Vintage_2020,795295.0,Benchmark
2007,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,12102.250464633187,Benchmark
2011,State,Washington,53,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,145193.0,Benchmark
2008,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,23094.228080212102,Benchmark
2017,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.6132991561,Benchmark
2021,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2025,10.672395704,Benchmark
2025,National,United States,00,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,341784857.0,Benchmark
2012,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2020,12.634344639,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Census-CBSA,PEP_Vintage_2025,15094.0,Benchmark
2014,Region,Puget Sound Region,53033-53035-53053-53061,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,64199.0,Benchmark
2021,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,13990.0,Benchmark
2001,National,United States,00,NATURALCHG,Moodys-US,Moodys,1627563.0426885562,Benchmark
1984,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,5365.654494041906,Broad
2024,State,Washington,53,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-280.0,Benchmark
1984,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,519862.8364450578,Broad
2017,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,26767.0,Benchmark
2014,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2020,12.460261258,Benchmark
2013,National,United States,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2005,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,23251.000000001135,Benchmark
1986,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,9538.647272132566,Broad
1981,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,1162.5019816675608,Benchmark
2004,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,740136.9999999999,Broad
2018,County or Equivalent,Pierce County,53053,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.7547057604,Broad
1995,State,Washington,53,NATURALCHG,Moodys-State,Moodys,37124.79431334717,Benchmark
2012,Region,Puget Sound Region,53033-53035-53053-53061,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,23.4620902914,Benchmark
2010,State,Washington,53,CENSUS,Census-County-State-US,PEP_Vintage_2020,6724540.0,Benchmark
2008,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,785400.0,Broad
1991,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-4324.290856611436,Broad
1996,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,19529.567511944744,Benchmark
2022,Metropolitan Statistical Area,Seattle MSA,42660,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,17.524774087,Benchmark
2003,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,733968.9999999999,Broad
1984,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,36717.14173881408,Benchmark
2005,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-4246.000000000001,Benchmark
2015,State,Washington,53,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,34922.0,Benchmark
1995,National,United States,00,DEATHS,Moodys-US,Moodys,-2315069.0687905326,Benchmark
2008,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,3355042.0,Benchmark
1991,National,United States,00,DEATHS,Moodys-US,Moodys,-2146374.1586653087,Benchmark
2003,State,Washington,53,BIRTHS,Moodys-State,Moodys,79463.10744616669,Benchmark
2010,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,-5208.0,Benchmark
1994,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,2774159.0641362243,Benchmark
2020,National,United States,00,GQESTIMATESBASE,Census-County-State-US,PEP_Vintage_2025,8305481.0,Benchmark
2000,National,United States,00,NATURALCHG,Moodys-US,Moodys,1632265.3286340507,Benchmark
1985,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,2258030.2414995,Benchmark
1994,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,15815.017653827888,Benchmark
1989,National,United States,00,POPESTIMATE,Moodys-US,Moodys,246869927.581625,Benchmark
1983,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Moodys-County,Moodys,-5495.7965539560255,Benchmark
1993,State,Washington,53,NATURALCHG,Moodys-State,Moodys,39237.17106478797,Benchmark
2018,State,Washington,53,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,3.1568577837,Benchmark
1996,National,United States,00,POPESTIMATE,Moodys-US,Moodys,269452048.6723563,Benchmark
2012,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,1.7464566353,Benchmark
2006,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-550.0000000000001,Broad
2025,National,United States,00,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,518858.0,Benchmark
2006,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,1031949.6886846363,Benchmark
2017,Region,Puget Sound Region,53033-53035-53053-53061,RBIRTH,Census-County-State-US,PEP_Vintage_2020,48.956335554,Benchmark
2017,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,20056.0,Broad
2002,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,20904.411058320948,Benchmark
2003,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Moodys-County,Moodys,-10511.9357698822,Benchmark
1986,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,4452720.214843749,Benchmark
2007,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,18205.87156947014,Benchmark
1984,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-17282.721814176315,Benchmark
2010,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,719572.0,Benchmark
1999,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,8246.752905214104,Broad
2014,National,United States,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,2326382.0,Benchmark
2014,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,20603.0,Broad
2022,State,Washington,53,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,4.5750654298,Benchmark
1981,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-3547.832327869795,Broad
2010,County or Equivalent,Pierce County,53053,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,795402.0,Broad
1999,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,623.9710714839293,Benchmark
1995,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,1615.6027170571015,Benchmark
1987,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-16758.440861765244,Benchmark
2024,County or Equivalent,Pierce County,53053,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,1.098763677,Broad
2016,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,24079.0,Benchmark
2000,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,6239.968140719809,Broad
2014,National,United States,00,NETMIG,Census-County-State-US,PEP_Vintage_2020,945635.0,Benchmark
2017,National,United States,00,RNETMIG,Census-County-State-US,PEP_Vintage_2020,2.9262602591,Benchmark
2017,National,United States,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3890144.0,Benchmark
2019,Metropolitan Statistical Area,Seattle MSA,42660,NETMIG,Census-CBSA,PEP_Vintage_2020,21120.0,Benchmark
1985,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,23585.38329907648,Benchmark
1995,State,Washington,53,DEATHS,Moodys-State,Moodys,-40881.12833450414,Benchmark
2014,State,Washington,53,NETMIG,Census-County-State-US,PEP_Vintage_2020,55312.0,Benchmark
2016,State,Washington,53,RNETMIG,Census-County-State-US,PEP_Vintage_2020,13.366743972,Benchmark
2023,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-219.0,Broad
1999,National,United States,00,NATURALCHG,Moodys-US,Moodys,1631146.5788629986,Benchmark
2023,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,42940.0,Benchmark
2009,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,38201.00000000006,Benchmark
2016,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2020,90458.0,Benchmark
1982,National,United States,00,POPESTIMATE,Moodys-US,Moodys,231707032.6752755,Benchmark
2002,National,United States,00,POPESTIMATE,Moodys-US,Moodys,287693093.0,Benchmark
1993,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2951586.8567299442,Benchmark
2016,County or Equivalent,Pierce County,53053,NETMIG,Census-County-State-US,PEP_Vintage_2020,14267.0,Broad
1992,National,United States,00,BIRTHS,Moodys-US,Moodys,4130207.2824903005,Benchmark
2012,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,5721.0,Broad
1988,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-1759.9999999999998,Benchmark
1985,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,528273.9071804434,Broad
2004,State,Washington,53,BIRTHS,Moodys-State,Moodys,81735.49231722397,Benchmark
2007,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,969.5864905746121,Benchmark
2002,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,19399.83165518475,Benchmark
2012,National,United States,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2016,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,3.9382504935,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,RNATURALCHG,Census-CBSA,PEP_Vintage_2020,15.5947534485,Benchmark
2024,Metropolitan Statistical Area,Seattle MSA,42660,RNETMIG,Census-CBSA,PEP_Vintage_2025,28.600305093,Benchmark
2009,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Moodys-CBSA,Moodys,21896.868655141276,Benchmark
1990,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,10551.781314991606,Broad
2021,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,15351.0,Benchmark
1986,State,Washington,53,DEATHS,Moodys-State,Moodys,-34355.00350048329,Benchmark
2014,County or Equivalent,Pierce County,53053,BIRTHS,Census-County-State-US,PEP_Vintage_2020,11502.0,Broad
1984,National,United States,00,BIRTHS,Moodys-US,Moodys,3614552.732154452,Benchmark
2013,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,3866134.0,Benchmark
2015,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,19446.0,Broad
2022,National,United States,00,RDEATH,Census-County-State-US,PEP_Vintage_2025,10.377938199,Benchmark
2010,County or Equivalent,Pierce County,53053,NETMIG,Census-County-State-US,PEP_Vintage_2020,-1171.0,Broad
1989,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,23233.225717565972,Benchmark
2025,County or Equivalent,Pierce County,53053,RBIRTH,Census-County-State-US,PEP_Vintage_2025,11.24028007,Broad
1992,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2900419.923533904,Benchmark
2004,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-3907.0,Benchmark
2015,State,Washington,53,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,4.6549628965,Benchmark
2017,National,United States,00,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,2.9262602591,Benchmark
1986,State,Washington,53,NATURALCHG,Moodys-State,Moodys,35685.00696259188,Benchmark
2015,State,Washington,53,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,4.9100100964,Benchmark
2017,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,4582.0,Broad
1988,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2605321.300597227,Benchmark
2014,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Census-County-State-US,PEP_Vintage_2020,49085.0,Benchmark
2014,Metropolitan Statistical Area,Seattle MSA,42660,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,15.2536997356,Benchmark
2012,National,United States,00,RBIRTH,Census-County-State-US,PEP_Vintage_2020,12.589034648,Benchmark
2015,Region,Puget Sound Region,53033-53035-53053-53061,RBIRTH,Census-County-State-US,PEP_Vintage_2020,50.303881959,Benchmark
2023,County or Equivalent,Pierce County,53053,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,-2347.0,Broad
1989,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,4746319.824218748,Benchmark
1994,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,23582.73543237616,Benchmark
2014,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2020,68.0,Benchmark
1987,State,Washington,53,BIRTHS,Moodys-State,Moodys,69930.01889188477,Benchmark
1988,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,455696.1681019287,Benchmark
1998,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Moodys-CBSA,Moodys,20709.03264860872,Benchmark
2024,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,2734468.0,Benchmark
2011,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2020,-22631.0,Benchmark
1997,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,20344.0135238033,Benchmark
1981,National,United States,00,DOMESTICMIG,Moodys-US,Moodys,956.731624373826,Benchmark
2008,National,United States,00,DEATHS,Moodys-US,Moodys,-2437101.68846344,Benchmark
